Expr Log Ratio,Expr False Discovery Rate (q-value),ID,Flags,Symbol,Entrez Gene Name,Location,Type(s),Drug(s)
-2.574, ,Gabrb1, ,GABRB1,gamma-aminobutyric acid type A receptor beta1 subunit,Plasma Membrane,ion channel,"methohexital, aspirin/butalbital/caffeine, aspirin/butalbital/caffeine/codeine, pagoclone, alphadolone, SEP 174559, nitrazepam, adinazolam, metyrapone/oxazepam, acetaminophen/butalbital/caffeine, sevoflurane, 4-hydroxybutanoic acid, isoflurane, gaboxadol, lindane, isoniazid, dexamethasone/olanzapine, felbamate, etomidate, muscimol, halothane, fluoxetine/olanzapine, amobarbital, estazolam, atropine/hyoscyamine/phenobarbital/scopolamine, acetaminophen/butalbital, eszopiclone, quazepam, mephobarbital, hyoscyamine/phenobarbital, acetaminophen/butalbital/caffeine/codeine, butabarbital, diazepam, temazepam, zolpidem, lorazepam, olanzapine, triazolam, clonazepam, flurazepam, midazolam, oxazepam, zaleplon, secobarbital, butalbital, phenobarbital, pentobarbital, thiopental, ezogabine, desflurane, methoxyflurane, enflurane, pregnenolone"
0.759,0.857,Gabrb2, ,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit,Plasma Membrane,ion channel,"methohexital, aspirin/butalbital/caffeine, aspirin/butalbital/caffeine/codeine, fospropofol, pagoclone, alphadolone, SEP 174559, nitrazepam, adinazolam, metyrapone/oxazepam, acetaminophen/butalbital/caffeine, sevoflurane, isoflurane, gaboxadol, isoniazid, dexamethasone/olanzapine, felbamate, etomidate, muscimol, halothane, fluoxetine/olanzapine, amobarbital, estazolam, atropine/hyoscyamine/phenobarbital/scopolamine, acetaminophen/butalbital, eszopiclone, mephobarbital, hyoscyamine/phenobarbital, acetaminophen/butalbital/caffeine/codeine, butabarbital, diazepam, temazepam, zolpidem, lorazepam, olanzapine, triazolam, clonazepam, flurazepam, midazolam, oxazepam, zaleplon, secobarbital, butalbital, phenobarbital, pentobarbital, thiopental, propofol, ezogabine, desflurane, methoxyflurane, enflurane, pregnenolone"
-3.647,0.0947,Gabrb3, ,GABRB3,gamma-aminobutyric acid type A receptor beta3 subunit,Plasma Membrane,ion channel,"methohexital, aspirin/butalbital/caffeine, aspirin/butalbital/caffeine/codeine, fospropofol, pagoclone, alphadolone, SEP 174559, nitrazepam, adinazolam, piperazine, metyrapone/oxazepam, acetaminophen/butalbital/caffeine, sevoflurane, isoflurane, gaboxadol, isoniazid, dexamethasone/olanzapine, felbamate, etomidate, muscimol, halothane, fluoxetine/olanzapine, amobarbital, estazolam, atropine/hyoscyamine/phenobarbital/scopolamine, acetaminophen/butalbital, eszopiclone, quazepam, mephobarbital, hyoscyamine/phenobarbital, acetaminophen/butalbital/caffeine/codeine, butabarbital, diazepam, temazepam, zolpidem, lorazepam, olanzapine, triazolam, clonazepam, flurazepam, midazolam, oxazepam, zaleplon, secobarbital, butalbital, phenobarbital, pentobarbital, thiopental, propofol, ezogabine, desflurane, methoxyflurane, enflurane, pregnenolone"
0.236,0.96,Gabrd, ,GABRD,gamma-aminobutyric acid type A receptor delta subunit,Plasma Membrane,ion channel,"pagoclone, alphadolone, SEP 174559, nitrazepam, tracazolate, adinazolam, metyrapone/oxazepam, sevoflurane, isoflurane, gaboxadol, dexamethasone/olanzapine, felbamate, etomidate, muscimol, halothane, fluoxetine/olanzapine, estazolam, eszopiclone, quazepam, diazepam, temazepam, zolpidem, lorazepam, olanzapine, triazolam, clonazepam, flurazepam, midazolam, oxazepam, zaleplon, secobarbital, phenobarbital, pentobarbital, ezogabine, desflurane, methoxyflurane, enflurane, pregnenolone"
-0.025,0.987,Gabre, ,Gabre,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",Plasma Membrane,ion channel, 
0.459, ,Gabrg1, ,GABRG1,gamma-aminobutyric acid type A receptor gamma1 subunit,Plasma Membrane,ion channel,"pagoclone, alphadolone, SEP 174559, clobazam, nitrazepam, tracazolate, adinazolam, metyrapone/oxazepam, sevoflurane, isoflurane, gaboxadol, isoniazid, dexamethasone/olanzapine, felbamate, etomidate, muscimol, halothane, fluoxetine/olanzapine, estazolam, clorazepate, eszopiclone, quazepam, amitriptyline/chlordiazepoxide, diazepam, temazepam, zolpidem, chlordiazepoxide, lorazepam, olanzapine, triazolam, clonazepam, flurazepam, midazolam, oxazepam, zaleplon, secobarbital, phenobarbital, pentobarbital, ezogabine, desflurane, methoxyflurane, enflurane, pregnenolone"
-2.307, ,Gabrg2, ,GABRG2,gamma-aminobutyric acid type A receptor gamma2 subunit,Plasma Membrane,ion channel,"pagoclone, alphadolone, SEP 174559, clobazam, nitrazepam, tracazolate, adinazolam, metyrapone/oxazepam, sevoflurane, isoflurane, gaboxadol, isoniazid, dexamethasone/olanzapine, felbamate, etomidate, muscimol, halothane, fluoxetine/olanzapine, estazolam, clorazepate, eszopiclone, quazepam, amitriptyline/chlordiazepoxide, diazepam, temazepam, zolpidem, chlordiazepoxide, lorazepam, olanzapine, triazolam, flumazenil, clonazepam, flurazepam, midazolam, oxazepam, alprazolam, zaleplon, secobarbital, phenobarbital, pentobarbital, ezogabine, desflurane, methoxyflurane, enflurane, pregnenolone"
0.996, ,Gabrg3, ,GABRG3,gamma-aminobutyric acid type A receptor gamma3 subunit,Plasma Membrane,ion channel,"pagoclone, alphadolone, SEP 174559, clobazam, nitrazepam, tracazolate, adinazolam, metyrapone/oxazepam, sevoflurane, isoflurane, gaboxadol, isoniazid, dexamethasone/olanzapine, felbamate, etomidate, muscimol, halothane, fluoxetine/olanzapine, estazolam, eszopiclone, quazepam, diazepam, temazepam, zolpidem, lorazepam, olanzapine, triazolam, clonazepam, flurazepam, midazolam, oxazepam, zaleplon, secobarbital, phenobarbital, pentobarbital, ezogabine, desflurane, methoxyflurane, enflurane, pregnenolone"
-0.984, ,Gabrp, ,GABRP,gamma-aminobutyric acid type A receptor pi subunit,Plasma Membrane,ion channel,"alphadolone, nitrazepam, adinazolam, metyrapone/oxazepam, sevoflurane, isoflurane, isoniazid, dexamethasone/olanzapine, felbamate, etomidate, halothane, fluoxetine/olanzapine, estazolam, eszopiclone, quazepam, diazepam, temazepam, zolpidem, lorazepam, olanzapine, triazolam, flurazepam, midazolam, oxazepam, zaleplon, secobarbital, phenobarbital, pentobarbital, desflurane, methoxyflurane, enflurane"
-0.984, ,Gabrq, ,GABRQ,gamma-aminobutyric acid type A receptor theta subunit,Plasma Membrane,ion channel,"nitrazepam, metyrapone/oxazepam, diazepam, temazepam, triazolam, flurazepam, midazolam, oxazepam"
-2.307, ,Gabrr1, ,GABRR1,gamma-aminobutyric acid type A receptor rho1 subunit,Plasma Membrane,ion channel,"nitrazepam, adinazolam, metyrapone/oxazepam, estazolam, quazepam, diazepam, temazepam, triazolam, flurazepam, midazolam, oxazepam"
-0.148,0.972,Gabrr2, ,GABRR2,gamma-aminobutyric acid type A receptor rho2 subunit,Plasma Membrane,ion channel,"nitrazepam, adinazolam, metyrapone/oxazepam, estazolam, quazepam, diazepam, temazepam, triazolam, flurazepam, midazolam, oxazepam"
0.289, ,Gabrr3, ,GABRR3,gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene),Plasma Membrane,transmembrane receptor,"nitrazepam, adinazolam, metyrapone/oxazepam, estazolam, quazepam, diazepam, temazepam, triazolam, flurazepam, midazolam, oxazepam"
1.374,0.234,Gad1, ,GAD1,glutamate decarboxylase 1,Cytoplasm,enzyme, 
1.214,0.813,Gad1-ps, ,Gad1-ps,"glutamate decarboxylase 1, pseudogene",Other,other, 
2.587,2.81E-09,Gad2, ,GAD2,glutamate decarboxylase 2,Cytoplasm,enzyme,valproic acid
0.037,0.973,Gadd45a, ,GADD45A,growth arrest and DNA damage inducible alpha,Nucleus,other, 
-0.015,0.992,Gadd45b, ,GADD45B,growth arrest and DNA damage inducible beta,Cytoplasm,other, 
0.312,0.665,Gadd45g, ,GADD45G,growth arrest and DNA damage inducible gamma,Nucleus,other, 
0.135,0.755,Gadd45gip1, ,GADD45GIP1,GADD45G interacting protein 1,Nucleus,other, 
0.283,0.291,Gadl1, ,GADL1,glutamate decarboxylase like 1,Cytoplasm,enzyme, 
0.066,0.888,Gak, ,GAK,cyclin G associated kinase,Nucleus,kinase, 
-2.246, ,Gal, ,GAL,galanin and GMAP prepropeptide,Extracellular Space,other, 
-0.064,0.92,Gal3st1, ,GAL3ST1,galactose-3-O-sulfotransferase 1,Cytoplasm,enzyme, 
0.145,0.871,Gal3st2, ,GAL3ST2,galactose-3-O-sulfotransferase 2,Cytoplasm,enzyme, 
-1.738, ,Gal3st3, ,GAL3ST3,galactose-3-O-sulfotransferase 3,Cytoplasm,enzyme, 
-2.02, ,Gal3st4, ,GAL3ST4,galactose-3-O-sulfotransferase 4,Cytoplasm,enzyme, 
0.238,0.79,Galc, ,GALC,galactosylceramidase,Cytoplasm,enzyme, 
0.161,0.747,Gale, ,GALE,UDP-galactose-4-epimerase,Cytoplasm,enzyme, 
-0.256,0.346,Galk1, ,GALK1,galactokinase 1,Cytoplasm,kinase, 
-0.049,0.95,Galk2, ,GALK2,galactokinase 2,Cytoplasm,kinase, 
0.024,0.983,Galm, ,GALM,galactose mutarotase,Cytoplasm,enzyme, 
0.041,0.965,Galns, ,GALNS,galactosamine (N-acetyl)-6-sulfatase,Cytoplasm,enzyme, 
-0.025,0.971,Galnt1, ,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1,Cytoplasm,enzyme, 
0.256,0.261,Galnt10, ,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,Cytoplasm,enzyme, 
-0.188,0.665,Galnt11, ,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11,Cytoplasm,enzyme, 
0.277,0.218,Galnt12, ,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,Cytoplasm,enzyme, 
-2.988,0.374,Galnt13, ,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,Cytoplasm,enzyme, 
-1.986, ,Galnt14, ,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,Cytoplasm,enzyme, 
0.788, ,Wbscr17, ,GALNT17,polypeptide N-acetylgalactosaminyltransferase 17,Cytoplasm,enzyme, 
0.261,0.899,Galnt2, ,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,Cytoplasm,enzyme, 
-0.096,0.894,Galnt3, ,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,Cytoplasm,enzyme, 
0.225,0.203,Galnt4, ,GALNT4,polypeptide N-acetylgalactosaminyltransferase 4,Cytoplasm,enzyme, 
-0.212,0.659,Galnt5, ,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,Cytoplasm,enzyme, 
0.144,0.77,Galnt6, ,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,Cytoplasm,enzyme, 
-0.13,0.667,Galnt7, ,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,Cytoplasm,enzyme, 
-0.263, ,Galnt9, ,GALNT9,polypeptide N-acetylgalactosaminyltransferase 9,Cytoplasm,enzyme, 
-1.674, ,Galntl5, ,GALNTL5,polypeptide N-acetylgalactosaminyltransferase like 5,Cytoplasm,enzyme, 
-0.64,0.781,Galntl6, ,GALNTL6,polypeptide N-acetylgalactosaminyltransferase like 6,Other,other, 
 , ,Galp, ,GALP,galanin like peptide,Extracellular Space,other, 
-0.68,0.621,Galr1, ,GALR1,galanin receptor 1,Plasma Membrane,G-protein coupled receptor, 
0.003,0.998,Galr2, ,GALR2,galanin receptor 2,Plasma Membrane,G-protein coupled receptor, 
-0.25,0.486,Galt, ,GALT,galactose-1-phosphate uridylyltransferase,Cytoplasm,enzyme, 
-0.204,0.801,Gamt, ,GAMT,guanidinoacetate N-methyltransferase,Cytoplasm,enzyme, 
0.087,0.886,Gan, ,GAN,gigaxonin,Cytoplasm,other, 
-0.014,0.983,Ganab, ,GANAB,glucosidase II alpha subunit,Cytoplasm,enzyme,miglitol
-0.14,0.778,Ganc, ,GANC,"glucosidase alpha, neutral C",Extracellular Space,enzyme,miglitol
1.322, ,Gap43, ,GAP43,growth associated protein 43,Plasma Membrane,other, 
-0.013,0.991,Gapdh, ,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,Cytoplasm,enzyme, 
-0.004,0.997,Gapdhs, ,GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",Cytoplasm,enzyme, 
1.975, ,Gapt, ,GAPT,"GRB2 binding adaptor protein, transmembrane",Other,other, 
-0.058,0.868,Gapvd1, ,GAPVD1,GTPase activating protein and VPS9 domains 1,Cytoplasm,other, 
0.245,0.781,Gar1, ,Gar1,GAR1 ribonucleoprotein,Nucleus,other, 
0.513,0.875,Garnl3, ,GARNL3,GTPase activating Rap/RanGAP domain like 3,Other,other, 
0.191,0.494,Gars, ,GARS,glycyl-tRNA synthetase,Cytoplasm,enzyme, 
0.104,0.793,Gart, ,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",Cytoplasm,enzyme,"pelitrexol, bevacizumab/pemetrexed, gemcitabine/pemetrexed, bevacizumab/erlotinib/pemetrexed, bevacizumab/paclitaxel/pemetrexed, pemetrexed"
-0.076,0.985,Gas1, ,GAS1,growth arrest specific 1,Plasma Membrane,other, 
-0.144,0.781,Gas2, ,GAS2,growth arrest specific 2,Cytoplasm,other, 
0.074,0.946,Gas2l1, ,GAS2L1,growth arrest specific 2 like 1,Cytoplasm,other, 
-1.029, ,Gas2l2, ,GAS2L2,growth arrest specific 2 like 2,Cytoplasm,other, 
0.023,0.975,Gas2l3, ,GAS2L3,growth arrest specific 2 like 3,Other,other, 
0.033,0.966,Gas6, ,GAS6,growth arrest specific 6,Extracellular Space,growth factor, 
2.29,2.16E-17,Gas7, ,GAS7,growth arrest specific 7,Cytoplasm,transcription regulator, 
0.057,0.967,Gas8, ,GAS8,growth arrest specific 8,Cytoplasm,other, 
-1.755, ,Gast, ,GAST,gastrin,Extracellular Space,other, 
3.167, ,Gata1, ,GATA1,GATA binding protein 1,Nucleus,transcription regulator, 
-1.963, ,Gata2, ,GATA2,GATA binding protein 2,Nucleus,transcription regulator, 
2.895, ,Gata3, ,GATA3,GATA binding protein 3,Nucleus,transcription regulator, 
0.228,0.366,Gata4, ,GATA4,GATA binding protein 4,Nucleus,transcription regulator, 
0.044,0.957,Gata5, ,GATA5,GATA binding protein 5,Nucleus,transcription regulator, 
0.094,0.787,Gata6, ,GATA6,GATA binding protein 6,Nucleus,transcription regulator, 
0.002,0.997,Gatad1, ,GATAD1,GATA zinc finger domain containing 1,Nucleus,other, 
0.268,0.26,Gatad2a, ,GATAD2A,GATA zinc finger domain containing 2A,Nucleus,transcription regulator, 
0.161,0.86,Gatad2b, ,GATAD2B,GATA zinc finger domain containing 2B,Nucleus,transcription regulator, 
0.003,0.996,Gatc, ,GATC,glutamyl-tRNA amidotransferase subunit C,Nucleus,enzyme, 
-0.81,0.634,Gatm, ,GATM,glycine amidinotransferase,Cytoplasm,enzyme, 
0.078,0.894,Gba, ,GBA,glucosylceramidase beta,Cytoplasm,enzyme, 
0.068,0.942,Gba2, ,GBA2,glucosylceramidase beta 2,Cytoplasm,enzyme, 
-0.382,0.163,Gbe1, ,GBE1,"1,4-alpha-glucan branching enzyme 1",Cytoplasm,enzyme, 
0.068,0.924,Gbf1, ,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1,Cytoplasm,other, 
0.376,0.723,Gbgt1, ,GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",Other,enzyme, 
1.167,0.000528,Gbp2, ,GBP2,guanylate binding protein 2,Cytoplasm,enzyme, 
0.695,0.22,Gbp3, ,GBP4,guanylate binding protein 4,Cytoplasm,enzyme, 
1.341,0.432,Gbp5, ,GBP5,guanylate binding protein 5,Plasma Membrane,enzyme, 
1.519,0.00121,Gbp9,D,GBP6,guanylate binding protein family member 6,Cytoplasm,enzyme, 
1.029,0.00379,Gbp6,D,GBP6,guanylate binding protein family member 6,Cytoplasm,enzyme, 
1.245,0.0795,Gbp4,D,GBP6,guanylate binding protein family member 6,Cytoplasm,enzyme, 
2, ,Gbp10,D,GBP6,guanylate binding protein family member 6,Cytoplasm,enzyme, 
2.027, ,Gbp11,D,GBP6,guanylate binding protein family member 6,Cytoplasm,enzyme, 
0.46,0.133,Gbp7, ,GBP7,guanylate binding protein 7,Cytoplasm,enzyme, 
1.769,0.000000101,Gbp8, ,Gbp8,guanylate-binding protein 8,Other,enzyme, 
0.52,0.911,Gbx1, ,GBX1,gastrulation brain homeobox 1,Nucleus,transcription regulator, 
0.459, ,Gbx2, ,GBX2,gastrulation brain homeobox 2,Nucleus,transcription regulator, 
0.459, ,Gc, ,GC,"GC, vitamin D binding protein",Extracellular Space,transporter, 
0.18,0.624,Gca, ,GCA,grancalcin,Cytoplasm,other, 
-0.174,0.529,Gcat, ,GCAT,glycine C-acetyltransferase,Cytoplasm,enzyme, 
0.045,0.953,Gcc1, ,GCC1,GRIP and coiled-coil domain containing 1,Cytoplasm,other, 
-0.002,0.996,Gcc2, ,GCC2,GRIP and coiled-coil domain containing 2,Cytoplasm,other, 
-0.112,0.793,Gcdh, ,GCDH,glutaryl-CoA dehydrogenase,Cytoplasm,enzyme, 
-0.232,0.222,Gcg, ,Gcg,glucagon,Cytoplasm,other, 
0.108,0.983,Gcgr, ,GCGR,glucagon receptor,Plasma Membrane,G-protein coupled receptor,glucagon
0.012,0.993,Gch1, ,GCH1,GTP cyclohydrolase 1,Cytoplasm,enzyme, 
-0.24,0.858,Gchfr, ,GCHFR,GTP cyclohydrolase I feedback regulator,Cytoplasm,other, 
0.11,0.957,Gck, ,GCK,glucokinase,Cytoplasm,kinase, 
-0.9, ,Gckr, ,GCKR,glucokinase regulator,Nucleus,other, 
0.034,0.948,Gclc, ,GCLC,glutamate-cysteine ligase catalytic subunit,Cytoplasm,enzyme, 
0.06,0.948,Gclm, ,GCLM,glutamate-cysteine ligase modifier subunit,Cytoplasm,enzyme, 
-2.246, ,Gcm1, ,GCM1,glial cells missing homolog 1,Nucleus,transcription regulator, 
-1.628, ,Gcm2, ,GCM2,glial cells missing homolog 2,Nucleus,transcription regulator, 
0.044,0.962,Gcn1l1, ,GCN1,"GCN1, eIF2 alpha kinase activator homolog",Cytoplasm,translation regulator, 
0.089,0.96,Gcnt1, ,GCNT1,"glucosaminyl (N-acetyl) transferase 1, core 2",Cytoplasm,enzyme, 
-0.243,0.273,Gcnt2, ,GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",Cytoplasm,enzyme, 
-0.205,0.567,Gcnt3, ,GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type",Plasma Membrane,enzyme, 
-0.076,0.904,Gcnt4, ,GCNT4,"glucosaminyl (N-acetyl) transferase 4, core 2",Cytoplasm,enzyme, 
-0.131,0.9,Gcnt7, ,GCNT7,glucosaminyl (N-acetyl) transferase family member 7,Other,other, 
-0.019,0.983,Gcsh, ,GCSH,glycine cleavage system protein H,Cytoplasm,enzyme, 
0.208,0.919,Gda, ,GDA,guanine deaminase,Cytoplasm,enzyme, 
-3.346, ,Gdap1, ,GDAP1,ganglioside induced differentiation associated protein 1,Cytoplasm,other, 
0.325,0.942,Gdap1l1, ,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1,Other,other, 
-0.072,0.925,Gdap2, ,GDAP2,ganglioside induced differentiation associated protein 2,Cytoplasm,other, 
-0.359,0.792,Gde1, ,GDE1,glycerophosphodiester phosphodiesterase 1,Plasma Membrane,enzyme, 
 , ,Gdf1, ,GDF1,growth differentiation factor 1,Extracellular Space,growth factor, 
-0.026, ,Gdf10, ,GDF10,growth differentiation factor 10,Extracellular Space,growth factor, 
-0.045,0.987,Gdf11, ,GDF11,growth differentiation factor 11,Extracellular Space,growth factor, 
0.667,0.558,Gdf15, ,GDF15,growth differentiation factor 15,Extracellular Space,growth factor, 
 , ,Gdf2, ,GDF2,growth differentiation factor 2,Extracellular Space,growth factor, 
-0.127,0.974,Gdf3, ,GDF3,growth differentiation factor 3,Extracellular Space,growth factor, 
 , ,Gdf5, ,GDF5,growth differentiation factor 5,Extracellular Space,growth factor, 
0.809, ,Gdf6, ,GDF6,growth differentiation factor 6,Extracellular Space,growth factor, 
1.153, ,Gdf7, ,GDF7,growth differentiation factor 7,Extracellular Space,growth factor, 
0.877,0.656,Gdf9, ,GDF9,growth differentiation factor 9,Extracellular Space,growth factor, 
-0.078,0.922,Gdi1, ,GDI1,GDP dissociation inhibitor 1,Cytoplasm,other, 
-0.005,0.996,Gdi2, ,GDI2,GDP dissociation inhibitor 2,Cytoplasm,other, 
-1.629, ,Gdnf, ,GDNF,glial cell derived neurotrophic factor,Extracellular Space,growth factor, 
0.034,0.967,Gdpd1, ,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,Other,enzyme, 
-0.025,0.995,Gdpd2, ,GDPD2,glycerophosphodiester phosphodiesterase domain containing 2,Plasma Membrane,enzyme, 
0.094,0.947,Gdpd3, ,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,Cytoplasm,enzyme, 
-0.224, ,Gdpd4, ,GDPD4,glycerophosphodiester phosphodiesterase domain containing 4,Other,kinase, 
-0.377,0.0497,Gdpd5, ,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5,Plasma Membrane,enzyme, 
0.614,0.822,Gem, ,GEM,GTP binding protein overexpressed in skeletal muscle,Plasma Membrane,enzyme, 
-0.154,0.965,Gemin4, ,GEMIN4,gem nuclear organelle associated protein 4,Nucleus,other, 
0.072,0.891,Gemin5, ,GEMIN5,gem nuclear organelle associated protein 5,Nucleus,other, 
0.291,0.33,Gemin6, ,GEMIN6,gem nuclear organelle associated protein 6,Nucleus,other, 
0.09,0.896,Gemin7, ,GEMIN7,gem nuclear organelle associated protein 7,Nucleus,other, 
0.099,0.96,Gemin8, ,GEMIN8,gem nuclear organelle associated protein 8,Cytoplasm,other, 
0.068,0.925,Gen1, ,GEN1,"GEN1, Holliday junction 5' flap endonuclease",Cytoplasm,enzyme, 
0.364,0.182,Get4, ,GET4,golgi to ER traffic protein 4,Cytoplasm,other, 
0.52,0.925,Gfap, ,GFAP,glial fibrillary acidic protein,Cytoplasm,other, 
0.012,0.986,Gfer, ,GFER,"growth factor, augmenter of liver regeneration",Nucleus,enzyme, 
-0.499,0.851,Gfi1b, ,GFI1B,growth factor independent 1B transcriptional repressor,Nucleus,transcription regulator, 
0.055,0.941,Gfm1, ,GFM1,G elongation factor mitochondrial 1,Cytoplasm,translation regulator, 
-0.111,0.709,Gfm2, ,GFM2,G elongation factor mitochondrial 2,Cytoplasm,translation regulator, 
0.031,0.981,Gfod1, ,GFOD1,glucose-fructose oxidoreductase domain containing 1,Other,enzyme, 
0.042,0.963,Gfod2, ,GFOD2,glucose-fructose oxidoreductase domain containing 2,Extracellular Space,enzyme, 
0.036,0.968,Gfpt1, ,GFPT1,glutamine--fructose-6-phosphate transaminase 1,Cytoplasm,enzyme, 
0.187,0.982,Gfpt2, ,GFPT2,glutamine-fructose-6-phosphate transaminase 2,Cytoplasm,enzyme, 
0.219,0.955,Gfra1, ,GFRA1,GDNF family receptor alpha 1,Plasma Membrane,transmembrane receptor, 
2.149, ,Gfra2, ,GFRA2,GDNF family receptor alpha 2,Plasma Membrane,transmembrane receptor, 
0.221,0.788,Gfra3, ,GFRA3,GDNF family receptor alpha 3,Plasma Membrane,transmembrane receptor, 
0.449, ,Gfra4, ,GFRA4,GDNF family receptor alpha 4,Plasma Membrane,transmembrane receptor, 
 , ,Gfral, ,GFRAL,GDNF family receptor alpha like,Plasma Membrane,other, 
0.223,0.662,Gga1, ,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",Cytoplasm,transporter, 
0.192,0.766,Gga2, ,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",Cytoplasm,transporter, 
-0.067,0.931,Gga3, ,GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",Cytoplasm,transporter, 
0.055,0.961,Ggct, ,GGCT,gamma-glutamylcyclotransferase,Cytoplasm,enzyme, 
-0.209,0.256,Ggcx, ,GGCX,gamma-glutamyl carboxylase,Cytoplasm,enzyme,"anisindione, vitamin K3"
